#Org.,Pro.,Eco.,Descripció,Crèdits inicials,Modificacions de crèdit,Crèdits totals consignats,Obligacions reconegudes,Disponible de Remanentes por aplicación
20,430,22000,MATERIAL D'OFICINA,2000.0,332.75,2332.75,651.32,57.75
20,430,12006,TRIENNIS,3581.0,0.0,3581.0,4399.02,0.0
20,430,13100,REMUNERACIONS PERSONAL LABORAL TEMPORAL,32680.0,32033.96,64713.96,31898.84,0.0
20,942,46600,A RIERA DE CALDES,6000.0,0.0,6000.0,0.0,0.0
20,942,46700,A CONSORCIS,3000.0,0.0,3000.0,2026.44,0.0
20,942,46100,"A Diputacions, Consells o Cabildos insulares.",0.0,0.0,0.0,0.0,0.0
21,337,13100,REMUNERACIONS PERSONAL LABORAL TEMPORAL,28728.0,-600.0,28128.0,28102.14,0.0
21,337,22199,ALTRES SUBMINISTRAMENTS,0.0,0.0,0.0,0.0,0.0
21,337,22611,ACTIVITATS GENT GRAN,30000.0,4233.87,34233.87,33972.08,5.78
21,337,15100,Gratificacions,0.0,0.0,0.0,491.76,0.0
21,337,16000,SEGURETAT SOCIAL PERSONAL CASAL GENT GRAN,15273.0,-200.0,15073.0,14988.99,0.0
21,337,13002,ALTRES REMUNERACIONS PERSONAL LABORAL FIX,12202.0,0.0,12202.0,12239.76,0.0
21,337,13000,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX,9381.0,0.0,9381.0,9261.17,0.0
21,337,62501,MOBILIARI I ESTRIS,1000.0,0.0,1000.0,236.31,0.0
21,337,15000,PRODUCTIVITAT,1200.0,500.0,1700.0,600.0,0.0
