#Data,Import,Orgánica,Área,Funcional,Económica,Nom terc.,Text lliure,Document
2016-05-13,293.52,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 28/01/16 AL 24/03/2016,082020698411 0240 P1M601N0494416
2016-05-13,900.17,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC CAN GAVARRA DEL 29/02/16 AL 31/03/16,82020837571 0331 P1M601N0549797
2016-05-13,1362.21,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM GAS CENTRE CÍVIC DEL 26/01/16 AL 22/03/16,86161879100 0065 P1M601N0537814
2016-05-13,532.01,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC EBM GINESTA DEL 29/02/16 AL 31/03/16,999435448618 0578 P1M601N0550256
2016-05-13,376.99,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC LOCAL MAGATZEM BRIGADA DEL 27/02/16 AL 31/03/16,82020843642 0329 P1M601N0514687
2016-05-13,676.69,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC EBM BADABADOC DEL 25/02/16 AL 24/03/16,999435537442 0531 P1M601N0492543
2016-05-13,27.14,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM GAS BAR ROURE DEL 26/01/16 AL 22/03/16,86161878981 0065 P1M601N0537813
2016-05-13,281.6,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC PISTA POLIESPORTIVA DEL 25/02/16 AL 24/03/16,999435531489 0559 P1M601N0492547
2016-05-13,2410.31,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ROURE DEL 29/02/16 AL 31/03/16,999435447764 0571 P1M601N0532090
2016-05-13,1046.64,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ESCOLA POLINYÀ DEL 29/02/16 AL 31/03/16,82020844971 0325 P1M601N0549798
2016-05-13,2286.51,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM GAS ESCOLA ROSER CAPDEVILA DEL 05/02/16 AL 07/03/16,86161878827 0105 P1M601N0422003
2016-05-13,925.26,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 28/01/16 AL 29/03/2016,082021441822 0228 P1M601N0506657
2016-05-13,312.48,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 28/01/16 AL 29/03/2016,082020804366 0232 P1M601N0506649
2016-05-13,567.76,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 26/02/16 AL 31/03/2016,999435541267 0552 P1M601N0514734
2016-05-13,457.71,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 28/01/16 AL 29/03/2016,082020805545 0232 P1M601N0506650
2016-05-13,1177.72,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 14/01/16 AL 11/03/2016,999435539891 0428 P1M601N0431251
2016-05-13,593.34,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC BIBLIOTECA DEL 26/02/16 AL 24/03/16,999435449305 0559 P1M601N0492541
2016-05-13,1452.99,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 13/01/16 AL 10/03/2016,999435544399 0276 P1M601N0430619
2016-05-13,596.93,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 14/01/16 AL 14/03/2016,082020759966 0169 P1M601N0440185
2016-05-13,381.82,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 27/01/16 AL 24/03/2016,082020693111 0247 P1M601N0494413
2016-05-13,647.79,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 29/02/16 AL 24/03/16,999435444609 0637 P1M601N0492538
2016-05-13,349.04,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC LOCAL AAPP DEL 25/02/16 AL 24/03/16,999435537782 0548 P1M601N0496597
2016-05-13,58.0,03,Seguretat ciutadana,,,"EQUIPS D'OFICINA SALVANS, S.L.",CÒPIES 4826 ANT: 67037 ACT: 72362 UBI: POLICIA  LOCAL,2016-01862
2016-05-13,290.46,02,Serveis generals,,,"EQUIPS D'OFICINA SALVANS, S.L.",CÒPIES FOTOCOPIADORA 5348 ANT: 31562 ACT: 33148 UBI: TERRITORI / 5348 ANT: 39515 ACT: 44858 UBI: TERRITORI,2016-01874
2016-05-13,25.52,02,Serveis generals,,,"EQUIPS D'OFICINA SALVANS, S.L.",2.343 CÒPIESMODEL ML3710 TERRITORI,2016-01639
2016-05-13,17062.04,06,Serveis municipals i via pública,,,"ETRA BONAL, S.A.",SERVEI MANTENIMENT ENLLUMENAT MARÇ 2016 I VARIES ACTUACIONS MÉS,
2016-05-13,8.16,06,Serveis municipals i via pública,,,"FOMENT DEL RECICLATGE, S.A.",LLOGUER CONTENIDOR CÀRREGA FRONTAL CEMENTIRI MARÇ 2016,FR/16-443422
2016-05-13,971.04,15,Salut i consum ,,,"GESTIOR QUIMICS,S.L.","Tractament de DESRATITZACIÓ del casc urbà i tot el seu Terme Municipal, inclòs la zona industrial GENER - ABRIL",16 2016/16/388
2016-05-13,1539.52,15,Salut i consum ,,,"GESTIOR QUIMICS,S.L.",Tractament de DESINSECTACIÓ I DESRATITZACIÓ EDIFICIS MUNICIPALS DE GENER A ABRIL 2016,16 2016/16/387
2016-05-13,677.6,07,Medi ambient,,,"GINKGO BILOBA GESTIÓ ( RODRIGUEZ TARRASON, NURIA )",ACTIVITAT DIA DE LES TOMAQUERES,2016/04
2016-05-13,249.6,08,Cultura,,,"GIRAVENT PALLEROLA, SONIA",CURS PINTURA ABRIL 2016,4/2016
2016-05-13,1988.03,18,Serveis de manteniment d'edificis i inversions,,,"HAPPYLUDIC PLAYGROUND AND URBAN EQUIPMENT, S.L.",M.L. Tanca Rodona / Instal.lació i desinstal.lació existent,20160489
2016-05-13,733.62,10,Joventut,,,"ILBA,S.L.",PRODUCTES BANC D'ALIMENTS,0400001016
2016-05-13,269.0,18,Serveis de manteniment d'edificis i inversions,,,"INDUSTRIAL DE ELEVACION,S.A. -INELSA-",MANTENIMENT ASCENSOR EBM BADABADOC 2N TRIMESTRE 2016,21101149/2016
2016-05-13,462.4,18,Serveis de manteniment d'edificis i inversions,,,"INDUSTRIAL DE ELEVACION,S.A. -INELSA-",MANTENIMENT ASCENSOR AJUNTAMENT 2N TRIMESTRE 2016,21101128/2016
2016-05-13,1438.03,06,Serveis municipals i via pública,,,"INTEGRACION SOCIAL DE MINUSVALIDOS, SL",Servei de conducció i manteniment del recinte del camp de futbol municipal durant el mes de Març,145-16
2016-05-13,794.93,13,Esports,,,"INTEGRACION SOCIAL DE MINUSVALIDOS, SL",Servei de conducció i manteniment del recinte del camp de futbol municipal durant el mes de Març,145-16
2016-05-13,472.67,02,Serveis generals,,,"JM BRUNEAU ESPAÑA, S.A.",MATERIAL OFICINA,248.897
2016-05-13,37.03,02,Serveis generals,,,"JM BRUNEAU ESPAÑA, S.A.",MATERIAL OFICINA,249.199
2016-05-13,1610.44,18,Serveis de manteniment d'edificis i inversions,,,"JOMAG, SL",LLOGUER LOCAL MAGATZEM BRIGADA MAIG 2016,0165
2016-05-13,20.83,18,Serveis de manteniment d'edificis i inversions,,,"JORDI L'ESPIGOL JARDINER, S.L.",MANTENIMENT JARDINERIA CAN GAVARRA MARÇ 2016,9426
2016-05-13,13.89,18,Serveis de manteniment d'edificis i inversions,,,"JORDI L'ESPIGOL JARDINER, S.L.",MANTENIMENT CAN GAVARRA MARÇ 2016,9427
2016-05-13,822.01,18,Serveis de manteniment d'edificis i inversions,,,"KONE ELEVADORES,S.A.",MATENIMENT ASCENSOR ROURE 2N TRIMESTRE 2016,0951463175
2016-05-13,298.57,18,Serveis de manteniment d'edificis i inversions,,,"KONE ELEVADORES,S.A.",MATENIMENT ASCENSOR ESCOLA PERE CALDERS 2N TRIMESTRE 2016,0951463174
2016-05-13,954.49,02,Serveis generals,,,LOCALRET,QUOTA 2016,Q2016/140
2016-05-13,76.39,18,Serveis de manteniment d'edificis i inversions,,,MACOPOL,BIG BAG MEZCLA / PORTLAND SACO 35 KGS / PAREX 701 LANKOFIX F-MORTER 25 CAMP DE FUTBOL,160054
2016-05-13,154.88,18,Serveis de manteniment d'edificis i inversions,,,MACOPOL,BIG BAG MEZCLA / BIG BAG MEZCLA PARC DE LA CREUETA,160056
2016-05-13,885.94,18,Serveis de manteniment d'edificis i inversions,,,MACOPOL,MATERIAL VIA PÚBLICA,160058
2016-05-13,201.34,18,Serveis de manteniment d'edificis i inversions,,,MACOPOL,SILICONA FLEXIBLE ESPECIAL TEJADOS GRIS / SILICONA FLEXIBLE ESPECIAL TEJADOS GRIS ESCOLA POLINYÀ,160053
2016-05-13,33.98,18,Serveis de manteniment d'edificis i inversions,,,MACOPOL,ESPUMAX AJUNTAMENT,160055
2016-05-13,117.1,18,Serveis de manteniment d'edificis i inversions,,,MACOPOL,MATERIAL MANTENIMENT PISTA POLIESPORTIVA,160057
2016-05-13,89.99,20,Promoció econòmica,,,"MARCTECNIC POLINYA, S. L.",CAN GAVARRA,60432
2016-05-13,9.14,14,Dona i igualtat,,,"MARCTECNIC POLINYA, S. L.",MATERIAL OFICINA AAAPP ,60428
2016-05-13,1.69,02,Serveis generals,,,"MARCTECNIC POLINYA, S. L.",MATERIAL OFICINA TERRITORI,60430
2016-05-13,21.78,03,Seguretat ciutadana,,,"NEUMATICOS POLINYA, S.L.",JOC CATIFETES VEHICLE POLICIA ,A 1600638
2016-05-13,18.0,18,Serveis de manteniment d'edificis i inversions,,,"NEUMATICOS POLINYA, S.L.",REPARACIÓ PUNXADA VEHICLE BRIGADA D'OBRES,A 16000637
2016-05-13,89.54,18,Serveis de manteniment d'edificis i inversions,,,"PLANA FÀBREGA SABADELL, SL",CORRECTIU ALARMA EBM BADABADOC,FPSAB1600376
2016-05-13,60.5,18,Serveis de manteniment d'edificis i inversions,,,"PLANA FÀBREGA SABADELL, SL",REPARACIÓ ALARMA ESCOLA POLINYÀ,FPSAB1600559
2016-05-13,95.59,18,Serveis de manteniment d'edificis i inversions,,,"PLANA FÀBREGA SABADELL, SL",CORRECTIU ALARMA ROURE,FPSAB1600417
2016-05-13,2024.55,18,Serveis de manteniment d'edificis i inversions,,,"PROCEDIMIENTO DE ASEO URBANO PAU, S.A.","Reposició de 3 platanus hispanica """"flexats"""" de calibre 35/40 al carrer Tramontana de Polinyà",P 00005
2016-05-13,189.32,18,Serveis de manteniment d'edificis i inversions,,,"PROCEDIMIENTO DE ASEO URBANO PAU, S.A.",Canvi del tram de tuberia al carrer Joan Fuster,P 00007
2016-05-13,176.0,18,Serveis de manteniment d'edificis i inversions,,,"PROCEDIMIENTO DE ASEO URBANO PAU, S.A.",REPOSICIÓ MORERA EBM GINESTA,P 00008
2016-05-13,293.7,18,Serveis de manteniment d'edificis i inversions,,,"PROCEDIMIENTO DE ASEO URBANO PAU, S.A.","Reposició prunus cerasifera """"nigra"""" fruitless al carrer Rafael Alberti amb Joan Fuster",P 00006
2016-05-13,176.44,06,Serveis municipals i via pública,,,"PUIGFEL, SAU",7R1611593 (TN) CAN CANYADELL / RUNA NETA  Ref: 2397JCH / 7R1611593 (TN) DIPOSIT CLASE I / CANON ARC  Ref: 2397JCH / 7R16,14361A 16030122
2016-05-13,555.5,06,Serveis municipals i via pública,,,PUNT VERD SERVEIS SAT CAT,GESTIÓ RESIDUS BIODEGRADABLES (PODA NETA),006042
2016-05-13,21.78,18,Serveis de manteniment d'edificis i inversions,,,"RASDAL DXT, SL",CANVI DE PEÇA PER BANC DE PLÀSTIC,168
2016-05-13,11.0,06,Serveis municipals i via pública,,,"SANTOS JORGE, S.A.",SERVEI MENSUAL CONTENIDORS DE 7M3 PER LA RECOLLIDA DE RESTES VEGETALS,2016 281
2016-05-13,925.0,05,Obres,,,"SERRA PINEDA, EULÀLIA","DISSENY DÍPTIC """"VIVERS D'EMPRESES ORIENTAT A LA LOGÍSTICA"""" - DISSENY 2 ROLLUPS CAN GAVARRA LOGINCAT",001
2016-05-13,69.6,18,Serveis de manteniment d'edificis i inversions,,,"SERVICIOS JAF, SA",Pels serveis de neteja prestats a dos vivers privatius de CAN GAVARRA MARÇ 2016,V0/ 862
2016-05-13,102.36,06,Serveis municipals i via pública,,,"SERVICIOS SEMAT, S.A.",Retirada objectes de l'Escola Ginesta el 15 d'Abril,D 00016
2016-05-13,3418.7,06,Serveis municipals i via pública,,,"SERVICIOS SEMAT, S.A.","CANVI CAIXES DEIXALLERIA GENER, FEBRER I MARÇ 2016",D 00012
2016-05-13,170.5,06,Serveis municipals i via pública,,,"SERVICIOS SEMAT, S.A.","Servei de retirada d'estris abandonats a Serra Maurina, Església, Pau Casals, Rambla i Polígon Industrial el dia 08/04",D 00015
2016-05-13,112.51,06,Serveis municipals i via pública,,,"SERVICIOS SEMAT, S.A.","Servei de retirada, transport i dipòsit a la deixalleria les restes de jardineria a l'interior del pavelló PAS",D 00014
2016-05-13,127.94,06,Serveis municipals i via pública,,,"SERVICIOS SEMAT, S.A.","RETIRADA ESTRIS EBM BADABADOC I TRASLLAT, CLASSIFICACIÓ I BUIDATGE A LA DEIXALLERIA",D 00013
2016-05-13,473.23,02,Serveis generals,,,"SOCIEDAD ESTATAL CORREOS Y TELÉGRAFOS,S.A.",SERVEI CORREUS MARÇ 2016,4001758163
2016-05-13,6070.47,05,Obres,,,"SOREA, SOCIEDAD REGIONAL DE ABASTECIMIENTO DE AGUAS, S.A.",INSTAL.LACIÓ DE CANONADA / I ESCOMESA AL CARRER MAJOR / AMB  CARRETERA  DEL  TERME,VOC00230116F00001
2016-05-13,12505.35,05,Obres,,,"SOREA, SOCIEDAD REGIONAL DE ABASTECIMIENTO DE AGUAS, S.A.",SUBSTITUCIÓ HIDRANTS MAL ESTAT,VOC00230116F00002
2016-05-13,69.8,18,Serveis de manteniment d'edificis i inversions,,,"SUBMINISTRES ROVIRA,SL -FERRETERIA ROVIRA",MANTENIMENT EL ROURE,259775
2016-05-13,228.23,18,Serveis de manteniment d'edificis i inversions,,,"SUBMINISTRES ROVIRA,SL -FERRETERIA ROVIRA",MATERIAL MANTENIMENT ,259774
2016-05-13,54.89,18,Serveis de manteniment d'edificis i inversions,,,"SUBMINISTRES ROVIRA,SL -FERRETERIA ROVIRA",MATERIAL MANTENIMENT AJUNTAMENT,259777
2016-05-13,26.56,18,Serveis de manteniment d'edificis i inversions,,,"SUBMINISTRES ROVIRA,SL -FERRETERIA ROVIRA",MATERIAL MANTENIMENT CAN GAVARRA,259778
2016-05-13,73.96,18,Serveis de manteniment d'edificis i inversions,,,"SUBMINISTRES ROVIRA,SL -FERRETERIA ROVIRA",MATERIAL MANTENIMENT INTERNO,259776
2016-05-13,128.9,13,Esports,,,"SUMINISTRES INDUSTRIALS SM, S.L. ( K2)",TRANSPORT D'ENTREGA MÒDUL PREFABRICAT PISTA PATINATGE / LLOGUER MARÇ,468/16
2016-05-13,68.3,02,Serveis generals,,,"TELEFONICA MOVILES, SA (MOVISTAR)",Movistar - Tipus de contracte: Corporatiu 2005 Tarifa Única - Extensions mòbils: 22 - Lineas Facturadas: 606033499 60623,28-D6U1-026993
2016-05-13,51.01,03,Seguretat ciutadana,,,"TELEFONICA MOVILES, SA (MOVISTAR)",Movistar - Tipus de contracte: Corporatiu 2005 Tarifa Única - Extensions mòbils: 22 - Lineas Facturadas: 606033499 60623,28-D6U1-026993
2016-05-13,28.46,04,Urbanisme,,,"TELEFONICA MOVILES, SA (MOVISTAR)",Movistar - Tipus de contracte: Corporatiu 2005 Tarifa Única - Extensions mòbils: 22 - Lineas Facturadas: 606033499 60623,28-D6U1-026993
2016-05-13,35.44,20,Promoció econòmica,,,"TELEFONICA MOVILES, SA (MOVISTAR)",Movistar - Tipus de contracte: Corporatiu 2005 Tarifa Única - Extensions mòbils: 22 - Lineas Facturadas: 606033499 60623,28-D6U1-026993
2016-05-13,9.92,18,Serveis de manteniment d'edificis i inversions,,,"TELEFONICA MOVILES, SA (MOVISTAR)",Movistar - Tipus de contracte: Corporatiu 2005 Tarifa Única - Extensions mòbils: 22 - Lineas Facturadas: 606033499 60623,28-D6U1-026993
2016-05-13,69.27,12,Àrea d'atenció a les persones,,,"TELEFONICA MOVILES, SA (MOVISTAR)",Movistar - Tipus de contracte: Corporatiu 2005 Tarifa Única - Extensions mòbils: 22 - Lineas Facturadas: 606033499 60623,28-D6U1-026993
2016-05-13,11.34,07,Medi ambient,,,"TELEFONICA MOVILES, SA (MOVISTAR)",Movistar - Tipus de contracte: Corporatiu 2005 Tarifa Única - Extensions mòbils: 22 - Lineas Facturadas: 606033499 60623,28-D6U1-026993
2016-05-13,35.1,02,Serveis generals,,,"TELEFONICA MOVILES, SA (MOVISTAR)",Movistar - Tipus de contracte: Corporatiu 2005 Tarifa Única - Extensions mòbils: 22 - Lineas Facturadas: 606033499 60623,28-D6U1-026993
2016-05-13,188.58,02,Serveis generals,,,"TELEFONICA MOVILES, SA (MOVISTAR)",Movistar - Tipus de contracte: Corporatiu 2005 Tarifa Única - Extensions mòbils: 27 - Lineas Facturadas: 606457246 60657,28-D6U1-003084
2016-05-13,100.09,03,Seguretat ciutadana,,,"TELEFONICA MOVILES, SA (MOVISTAR)",Movistar - Tipus de contracte: Corporatiu 2005 Tarifa Única - Extensions mòbils: 27 - Lineas Facturadas: 606457246 60657,28-D6U1-003084
2016-05-13,18.66,04,Urbanisme,,,"TELEFONICA MOVILES, SA (MOVISTAR)",Movistar - Tipus de contracte: Corporatiu 2005 Tarifa Única - Extensions mòbils: 27 - Lineas Facturadas: 606457246 60657,28-D6U1-003084
2016-05-13,19.91,20,Promoció econòmica,,,"TELEFONICA MOVILES, SA (MOVISTAR)",Movistar - Tipus de contracte: Corporatiu 2005 Tarifa Única - Extensions mòbils: 27 - Lineas Facturadas: 606457246 60657,28-D6U1-003084
2016-05-13,33.25,18,Serveis de manteniment d'edificis i inversions,,,"TELEFONICA MOVILES, SA (MOVISTAR)",Movistar - Tipus de contracte: Corporatiu 2005 Tarifa Única - Extensions mòbils: 27 - Lineas Facturadas: 606457246 60657,28-D6U1-003084
2016-05-13,21.91,12,Àrea d'atenció a les persones,,,"TELEFONICA MOVILES, SA (MOVISTAR)",Movistar - Tipus de contracte: Corporatiu 2005 Tarifa Única - Extensions mòbils: 27 - Lineas Facturadas: 606457246 60657,28-D6U1-003084
2016-05-13,9.08,12,Àrea d'atenció a les persones,,,"TELEFONICA MOVILES, SA (MOVISTAR)",Movistar - Tipus de contracte: Corporatiu 2005 Tarifa Única - Extensions mòbils: 27 - Lineas Facturadas: 606457246 60657,28-D6U1-003084
2016-05-13,10.16,13,Esports,,,"TELEFONICA MOVILES, SA (MOVISTAR)",Movistar - Tipus de contracte: Corporatiu 2005 Tarifa Única - Extensions mòbils: 27 - Lineas Facturadas: 606457246 60657,28-D6U1-003084
2016-05-13,5.06,11,Educació,,,"TELEFONICA MOVILES, SA (MOVISTAR)",Movistar - Tipus de contracte: Contracte M2M GPRS Pimes - Nº de linies: 1 - Lineas Facturadas: 630646715 - Periodo de Tr,28-D6M0-756374
2016-05-13,487.59,18,Serveis de manteniment d'edificis i inversions,,,THYSSENKRUPP ELEVADORES,MANTENIMENT ASCENOR CAN GAVARRA 2N TRIMESTRE 2016,9000557109
2016-05-13,693.18,18,Serveis de manteniment d'edificis i inversions,,,THYSSENKRUPP ELEVADORES,MATENIMENT ASCENSOR ESCOLA ROSER CAPDEVILA 2N TRIMESTRE 2016,9000557108
2016-05-13,50.42,02,Serveis generals,,,"UNIVERSAL PREVENCIÓN Y SALUD, SOCIEDAD DE PREVENCIÓN, S.L.U.",Importe Servicio Adicional 0060658/015/0008 (11/03/2016) ( Importe Servicio Adicional 0060658/015/0008 (11/03/2016) ),F16037487
2016-05-13,42.35,02,Serveis generals,,,"UNIVERSAL PREVENCIÓN Y SALUD, SOCIEDAD DE PREVENCIÓN, S.L.U.",Importe Servicio Adicional 0060658/015/0003 (11/03/2016) ( Importe Servicio Adicional 0060658/015/0003 (11/03/2016) ),F16037493
2016-05-13,92.77,02,Serveis generals,,,"UNIVERSAL PREVENCIÓN Y SALUD, SOCIEDAD DE PREVENCIÓN, S.L.U.",Importe Servicio Adicional 0060658/015/0001 (11/03/2016) ( Importe Servicio Adicional 0060658/015/0001 (11/03/2016) ),F16037491
2016-05-13,143.18,02,Serveis generals,,,"UNIVERSAL PREVENCIÓN Y SALUD, SOCIEDAD DE PREVENCIÓN, S.L.U.",Importe Servicio Adicional 0060658/015/0012 (11/03/2016) ( Importe Servicio Adicional 0060658/015/0012 (11/03/2016) ),F16037489
2016-05-13,235.95,02,Serveis generals,,,"UNIVERSAL PREVENCIÓN Y SALUD, SOCIEDAD DE PREVENCIÓN, S.L.U.",Importe Servicio Adicional 0060658/015/0011 (18/03/2016) ( Importe Servicio Adicional 0060658/015/0011 (18/03/2016) ),F16037495
2016-05-13,683.65,02,Serveis generals,,,"UNIVERSAL PREVENCIÓN Y SALUD, SOCIEDAD DE PREVENCIÓN, S.L.U.",Importe Servicio Adicional 0060658/015/0004 (11/03/2016) ( Importe Servicio Adicional 0060658/015/0004 (11/03/2016) ),F16037486
2016-05-13,363.0,02,Serveis generals,,,"UNIVERSAL PREVENCIÓN Y SALUD, SOCIEDAD DE PREVENCIÓN, S.L.U.",Importe Servicio Adicional 0060658/015/0005 (11/03/2016) ( Importe Servicio Adicional 0060658/015/0005 (11/03/2016) ),F16037490
2016-05-13,42.35,02,Serveis generals,,,"UNIVERSAL PREVENCIÓN Y SALUD, SOCIEDAD DE PREVENCIÓN, S.L.U.",Importe Servicio Adicional 0060658/015/0007 (11/03/2016) ( Importe Servicio Adicional 0060658/015/0007 (11/03/2016) ),F16037494
2016-05-13,42.35,02,Serveis generals,,,"UNIVERSAL PREVENCIÓN Y SALUD, SOCIEDAD DE PREVENCIÓN, S.L.U.",Importe Servicio Adicional 0060658/015/0006 (11/03/2016) ( Importe Servicio Adicional 0060658/015/0006 (11/03/2016) ),F16037492
2016-05-13,421.48,02,Serveis generals,,,"UNIVERSAL PREVENCIÓN Y SALUD, SOCIEDAD DE PREVENCIÓN, S.L.U.",Importe Servicio Adicional 0060658/015/0002 (11/03/2016) ( Importe Servicio Adicional 0060658/015/0002 (11/03/2016) ),F16037488
2016-05-13,399.97,02,Serveis generals,,,"UNIVERSAL PREVENCIÓN Y SALUD, SOCIEDAD DE PREVENCIÓN, S.L.U.",Importe Cuota 01/04/2016 - 30/04/2016 PREVENCIÓ RISCOS,F16041988
2016-05-13,199.04,02,Serveis generals,,,"UNIVERSAL PREVENCIÓN Y SALUD, SOCIEDAD DE PREVENCIÓN, S.L.U.",EXÀMENS DE SALUD,F16038275
2016-05-13,51.06,02,Serveis generals,,,"VODAFONE ESPAÑA, SAU",CONSUMS TELEFONS FIXOS DE MARÇ 2016,CI0828316287
2016-05-13,0.45,12,Àrea d'atenció a les persones,,,"VODAFONE ESPAÑA, SAU",CONSUMS TELEFONS FIXOS DE MARÇ 2016,CI0828316287
2016-05-13,86.51,12,Àrea d'atenció a les persones,,,"VODAFONE ESPAÑA, SAU",CONSUMS TELEFONS FIXOS DE MARÇ 2016,CI0828316287
2016-05-13,0.02,12,Àrea d'atenció a les persones,,,"VODAFONE ESPAÑA, SAU",CONSUMS TELEFONS FIXOS DE MARÇ 2016,CI0828316287
2016-05-13,3.83,20,Promoció econòmica,,,"VODAFONE ESPAÑA, SAU",CONSUMS TELEFONS FIXOS DE MARÇ 2016,CI0828316287
2016-05-18,21.78,02,Serveis generals,,,"GONZALEZ RODRIGUEZ, JUAN - REPARTOS PUBLICITARIOS","ENGANXADA CARTELLS """"XI MOSTRA D'ENTITATS""""",1928
2016-05-20,2454.3,20,Promoció econòmica,,,DIPUTACIO DE BARCELONA,PLA D'ACTUACIÓ PER A LA RENOVACIÓ DEL TEIXIT INDUSTRIAL AL POLÍGON SUD-EST,
2016-05-20,1039.61,10,Joventut,,,"EMPRESA DE GESTIÓN COMERCIAL MUSICAL, S.L. (IMSA)",LD SET MICROS BATERIA / PROEL CAJA ACTIVA V15A CASAL DE JOVES,
2016-05-24,5349.55,16,Serveis socials,,,CONSELL COMARCAL DEL VALLES OCCIDENTAL,SERVEI SAD DESEMBRE 2015,RESOL. 413/2015
2016-05-24,5588.69,16,Serveis socials,,,CONSELL COMARCAL DEL VALLES OCCIDENTAL,SERVEI SAD NOVEMBRE 2015,RESOL. 412/2015
2016-05-24,6039.04,16,Serveis socials,,,CONSELL COMARCAL DEL VALLES OCCIDENTAL,SERVEI SAD OCTUBRE 2015,410/2015
2016-05-24,5449.26,16,Serveis socials,,,CONSELL COMARCAL DEL VALLES OCCIDENTAL,SERVEI SAD JUNY 2015,285/2015
2016-05-24,5249.64,16,Serveis socials,,,CONSELL COMARCAL DEL VALLES OCCIDENTAL,SAD JULIOL 2015,284/2015
2016-05-24,5554.1,16,Serveis socials,,,CONSELL COMARCAL DEL VALLES OCCIDENTAL,SERVEI SAD SETEMRE 2015,346/215
2016-05-24,4668.55,16,Serveis socials,,,CONSELL COMARCAL DEL VALLES OCCIDENTAL,APORTACIÓ ANY 2015 EIAA SEGONS CONVENI I ADDENDA-COMPENSACIO PART FINANÇAMENT SERVEIS BASICS SOCIALS,
2016-05-24,4608.85,16,Serveis socials,,,CONSELL COMARCAL DEL VALLES OCCIDENTAL,SERVEI SAD AGOST 2015,337/2015
2016-05-27,1410.65,10,Joventut,,,7 D'AVENTURA S.L.,Prestació del servei d'informació juvenil. Període abril de 2016. Contracte C-09 Servei PIJ,2016/E9
2016-05-27,1391.5,08,Cultura,,,"ACTIVA LA CULTURA, S.C.P.","Actuació del Grup Flamentics, dins la programació de Sant Jordi 2016, el dia 23 d'abril a la població de Polinyà",16/26
2016-05-27,3392.88,20,Promoció econòmica,,,"ACTIVA POSPECT RESEARCH & SOLUTIONS, SL","ESTRATEGIA LOGINCAT, PLA D'ACCIÓ 2016-2019 ( 2 º. PAG. DEL 25% )",2016003
2016-05-27,2229.15,02,Serveis generals,,,AFIS - Corredoria d'assegurances,POL. MAPFRE 0971670003118 (RESP.CIVIL.PROF.) DEL 29/01/16 AL 29/01/17,160279
2016-05-27,4220.89,02,Serveis generals,,,AFIS - Corredoria d'assegurances,POL. GENERALI 3S-G-083000609 (PIME) ( PERIODE DE COBERTURA DEL 01/03/2016 AL 01/09/2016 ),160283
